elapsed_s,unix_ns,request_ms,graphics_mhz,memory_mhz,voltage_mv,power_w,temperature_c,utilization_pct,throttle_mask
25.801437870500195,1790456299932244144,1.9047050000153831,2805,16801,915,266.068,50.0,91,4
25.901332726500186,1790456300032035606,1.6972969997368637,2805,16801,915,266.068,50.0,91,4
26.00139261150025,1790456300132158245,1.8154670001422346,2805,16801,935,266.068,50.0,91,4
26.10126892800008,1790456300231904648,1.5679779999118182,3022,17001,935,153.602,46.0,0,0
26.20133403800037,1790456300332040087,1.6974160002973804,3022,17001,935,153.602,46.0,0,0
26.301270534000196,1790456300431910648,1.572588000271935,3022,17001,935,153.602,46.0,0,0
26.401447452999946,1790456300532267036,1.9158660002176475,3022,17001,935,153.602,46.0,0,0
26.50204786400036,1790456300633444598,3.1241060000866128,3022,17001,940,153.602,46.0,0,0
26.60143697400008,1790456300732238117,1.9048260001000017,3022,17001,940,41.268,45.0,0,0
26.701418769000156,1790456300832206108,1.8724760002442054,3022,17001,940,41.268,45.0,0,0
26.80142307899996,1790456300932214488,1.8782559995997872,3022,17001,940,41.268,45.0,0,0
26.90142608999986,1790456301032219898,1.8862359997910971,3022,17001,940,41.268,45.0,0,0
27.001338626000233,1790456301132043990,1.7098280000027444,3022,17001,940,41.268,45.0,0,0
27.10133615650011,1790456301232040310,1.700126999821805,3022,17001,940,39.84,45.0,0,1
27.20126863700034,1790456301331905252,1.5685280000070634,3022,17001,940,39.84,45.0,0,1
27.30159770550017,1790456301432568477,2.227222999863443,3022,17001,940,39.84,45.0,0,1
27.401425651999944,1790456301532221680,1.8860960003621585,3022,17001,940,39.84,45.0,0,1
27.501733915500154,1790456301632805736,2.4728210000830586,3022,17001,895,39.84,45.0,0,1
27.60172765050038,1790456301732824657,2.4826510002640134,2212,17001,895,36.135,44.0,0,1
